name,province,phone_code
ابوموسی,هرمزگان,076
هشتبندی,هرمزگان,076
درگهان,هرمزگان,076
پارسیان,هرمزگان,076
کنگ,هرمزگان,076
جناح,هرمزگان,076
تازیان پایین,هرمزگان,076
دهبارز,هرمزگان,076
میناب,هرمزگان,076
سیریک,هرمزگان,076
سوزا,هرمزگان,076
خمیر,هرمزگان,076
چارک,هرمزگان,076
حاجی اباد,هرمزگان,076
فین,هرمزگان,076
بندرجاسک,هرمزگان,076
گوهران,هرمزگان,076
هرمز,هرمزگان,076
دشتی,هرمزگان,076
بندرلنگه,هرمزگان,076
بستک,هرمزگان,076
تخت,هرمزگان,076
زنگنه,همدان,081
دمق,همدان,081
سرکان,همدان,081
آجین,همدان,081
جورقان,همدان,081
برزول,همدان,081
فامنین,همدان,081
سامن,همدان,081
بهار,همدان,081
فرسفج,همدان,081
شیرین سو,همدان,081
مریانج,همدان,081
فیروزان,همدان,081
قروه درجزین,همدان,081
ازندریان,همدان,081
لالجین,همدان,081
گل تپه,همدان,081
گیان,همدان,081
ملایر,همدان,081
تویسرکان,همدان,081
اسدآباد,همدان,081
همدان,همدان,081
نهاوند,همدان,081
رزن,همدان,081
جوکار,همدان,081
کبودرآهنگ,همدان,081
قهاوند,همدان,081
مروست,یزد,035
مهردشت,یزد,035
حمیدیا,یزد,035
تفت,یزد,035
اشکذر,یزد,035
ندوشن,یزد,035
یزد,یزد,035
عقدا,یزد,035
بهاباد,یزد,035
ابرکوه,یزد,035
زارچ,یزد,035
هرات,یزد,035
بفروییه,یزد,035
شاهدیه,یزد,035
بافق,یزد,035
خضرآباد,یزد,035
میبد,یزد,035
مهریز,یزد,035
احمدآباد,یزد,035
